ID_Empleado,Nombre,Área,Salario,Edad,Género,Fecha_Ingreso,Correo
cea60f4c-39e5-4ff0-92f8-37d447503f1d,Justin Wilson,IT,1688.66,,,2024-01-01,anthony44@bell-white.com
177d6e7e-07d9-44ce-b8c8-8faea2178f84,Jennifer Thomas,Contabilidad,7874.69,,M,2021-04-28,kchavez@yahoo.com
0d77c5a0-e222-46a6-95bf-be9798a21f1c,Frederick Pugh,RRHH,2045.66,,F,2021-01-28,nelsonebony@lawson-perry.com
97d7a560-adb1-4670-ad9f-b00d4882d73c,Ashley Jordan,Finanzas,3964.18,49,,2022-08-25,walkertracey@gmail.com
4a193501-4169-49fc-83a0-0c6f2321d1e1,Eric Clark,IT,3308.67,,Otro,2020-12-01,lburgess@james.com
bdf66ba5-dc9c-46de-a5a6-74c212738a23,Sandra Drake,Marketing,1838.56,,F,2022-04-06,umorse@patterson.com
75c8e90d-9e3d-450d-b296-d9f0cd2372c2,Alex Nguyen,RRHH,6402.52,41,F,2020-10-12,sanchezbrianna@hotmail.com
2b0abedd-c774-44cb-9543-fc3c38b8f24e,Seth Reese,Contabilidad,2320.44,,M,2022-07-31,rebeccabailey@mullen.com
134a5a2f-a7cf-405c-8257-cf73c29d782b,Craig Morrison,Finanzas,6484.84,29,M,2023-09-11,wwebster@hotmail.com
52bdc661-9fe0-48c7-bc8d-5b93a2a2e91f,Thomas Cunningham,Finanzas,2202.64,58,Otro,2021-10-02,cjones@turner.net
13a4a492-497d-416d-94ea-120a5e659654,Joel Johnson,IT,4078.25,,F,2024-01-31,jfordhuang.com
cf9b8558-1a7f-495b-b355-7b9d0fd6f47e,John Hernandez,Contabilidad,2162.36,,M,2023-06-12,benjaminzimmerman@warren-bishop.com
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,Douglas Ortiz,RRHH,3756.82,,Otro,2023-02-28,riveraangelayahoo.com
267eddce-df8f-4197-9a4a-99b2e806133c,Nathaniel Douglas,RRHH,7022.24,,M,2020-10-02,kyle62@fletcher.com
e99630f7-af77-420e-bf46-25afbd20563b,Meagan Calderon,IT,6097.51,,F,2020-10-21,andrew42@gmail.com
13c11754-27aa-4cbc-a337-7bbcfffe77c8,Ralph Lee,Finanzas,5503.43,,,2023-12-31,stanleynancy@anderson.org
b836c448-ad26-4ec5-9d42-b9e9692e07b6,Carol Kim,Marketing,3244.57,33,M,2022-04-19,pyoung@yahoo.com
f2771f63-ada5-4417-9e2a-d32d31ab0b56,Rachel Mckee,IT,5204.02,,,2022-04-13,kimberly88@yahoo.com
0d5ba7cd-4000-45f0-9f7d-0dd7236e1608,Ruth Solis,Finanzas,2681.96,59,Otro,2022-06-14,dawsonzachary@gmail.com
d4bf7a4b-25b8-442f-836b-15c7e7c225da,Phillip Nelson,Marketing,6057.69,,M,2020-10-18,bwilkerson@brown-shaw.com
d6d441cc-195d-42f8-ae4a-9b5d519554e3,Brad Walker,Contabilidad,6180.49,,F,2021-10-31,benjaminlowery@horton-taylor.info
2646eaf9-d5c0-444d-b735-262d41843b03,Aaron Miller,IT,4413.13,53,M,2024-05-28,parsonsjohn@gmail.com
d6312a80-1c61-4ec2-9014-2131750565f5,Jason Bauer,Contabilidad,3490.34,,Otro,2022-12-12,jennifercarter@mendez.org
f4124360-1153-4e99-9c50-8720f982f4e0,Matthew Miller,IT,7978.1,,Otro,2022-09-21,cmarks@hughes.com
94f79dba-c581-4d2d-9a89-b71ea0d572c8,Haley Quinn,Finanzas,3134.12,39,F,2020-12-22,amy27@mendoza.info
eef16694-50ca-432d-8aba-590ee2c328aa,Dakota Moody,Contabilidad,2745.02,,,2022-08-07,wking@hotmail.com
45f18619-54f9-4429-a7de-02ccdda4f4a7,Howard Norman,Marketing,5379.14,25,F,2023-10-22,vpreston@yahoo.com
5e0a72ab-7f5d-4163-b12b-66807f072cb9,Jasmine Beltran,Finanzas,1591.96,,F,2021-07-17,mmiller@gardner.com
2aa93b43-6d15-416f-b7b8-c1a59a45693d,,Marketing,3398.89,46,,2021-11-26,acostarhonda@hotmail.com
83599af6-5d01-455f-a7fd-64c4a334058a,Mrs. Veronica Gould MD,Finanzas,4551.08,,Otro,2020-07-16,ejohnson@osborne.com
5ef787b8-f2e6-495f-b32e-2016add702c9,Keith Jacobs,IT,2241.57,41,,2022-04-18,alyssasanders@ramirez.com
9ca3fbb3-ff11-48ba-b6ee-1640723ef466,Mr. Justin Green III,RRHH,2486.23,,Otro,2023-05-12,davidfarrellyahoo.com
d8741408-f7b2-47c7-ae92-ea71cf7dcb43,Micheal Osborn,Marketing,6468.88,,F,2023-04-01,piercekelly@yahoo.com
5c8ac066-cb2f-4fa3-ac91-3a7ca3404f08,Michelle Ho,IT,3432.8,,,2021-05-12,laurayoung@johnson-spencer.com
4f2dad3f-10d4-4e39-9612-37c9e25df9a8,William Anderson,Marketing,7740.71,43,F,2023-06-16,khammond@gmail.com
58321ee4-8471-44b0-ae1b-9f697740d831,Evan Jones,RRHH,2520.87,26,M,2024-02-21,ryanbartlett@guerra.com
f0df1684-f28e-4122-9894-f7f139b86bb2,Christopher Donovan,Marketing,4554.43,51,F,2024-03-19,kingcynthia@hotmail.com
2b2bb8e9-a417-4093-80a8-a23d17eaec83,Mario Mendez,IT,1962.67,55,Otro,2022-11-17,donnale@morgan.com
c4576cc3-35f7-49bc-a6b0-745843c07d43,Travis Wise,Contabilidad,4263.4,,F,2022-03-07,ismall@may-turner.com
2877f5d9-0f56-45f8-b048-faa112ae5c22,Melinda Evans,Contabilidad,1964.16,46,Otro,2022-03-05,mharris@gmail.com
66124ab4-f9b2-4e6e-986a-346adc5be7d1,Nathan Gross,Finanzas,4354.5,,Otro,2023-08-23,floressteven@yahoo.com
9d896047-dd39-4793-a257-a4a2f204be89,Charles Williams,Marketing,5009.88,,M,2021-06-18,sarah53@jimenez.info
95560a2d-3713-4466-bda0-6476f778c676,Mr. Alexander Landry MD,Finanzas,5424.14,40,M,2020-08-12,troy74@smith.com
8fd33afc-91fd-4a4f-8d18-ab95668c8477,Pamela Diaz,Marketing,5316.3,30,Otro,2021-12-13,hughesshannon@hotmail.com
18c01e2b-f99f-4704-a0f0-156a1e6a6628,William Becker,Contabilidad,4558.26,,,2021-12-29,kari39@hotmail.com
79474bfa-cdd0-44d4-9542-27deb6adf48b,Andrew Williams,Marketing,4333.25,,M,2022-05-08,markaustin@long.com
4cbf131d-901b-4def-b56f-f8ce7d66971e,Katie Hicks,Finanzas,5855.87,48,Otro,2023-11-17,mark16@parker.com
93dfd907-9416-44dc-86b2-8deff8d8b7f1,Deborah Rios,IT,6788.18,,M,2023-06-23,ojackson@harvey.com
6b352f85-504e-4687-b0e7-e75604d9145e,Travis Rodriguez,Finanzas,2253.49,,M,2022-03-01,nshaw@salas-fitzgerald.com
8685abaa-7a76-4555-a987-b218ff84faef,Kelly Hoffman,IT,1852.33,,Otro,2021-09-28,vbarr@gomez.com
f1053252-3990-42c9-8c6a-70f48edec44d,Cheryl Wright,IT,6439.94,37,Otro,2023-09-08,hannahburns@yahoo.com
92cf6021-1f33-442d-89ac-908746015028,Timothy Pope,IT,7225.5,,M,2022-01-08,stephanie24gmail.com
bf519362-41a6-4fed-a7ed-c8d8713f8f8c,Miguel Reed,Contabilidad,6113.59,,M,2021-04-26,sarah42@gilbert.com
19a692c9-0d70-4ea4-bb9b-2d45a35055e4,Michael Schmidt,RRHH,4499.41,44,F,2021-10-24,maldonadoderrick@hotmail.com
7a3a10e1-79c7-43a0-a0de-cc3de1721c83,Brooke Delgado,Marketing,6085.18,,,2021-04-03,justin01@hotmail.com
ebe5841f-e9c9-4c52-898c-60b3efc9909e,Kimberly Sharp,Marketing,2440.17,29,F,2022-03-09,osbornrandy@lopez-curry.com
55c551fc-fba5-4cc8-adaf-37661b780ede,Alexandra Bradley,IT,3709.19,,Otro,2022-05-04,melissamcdonald@gmail.com
2faabe0b-b7f6-4cdf-81dc-1c60a5f60735,Erin Simon,Finanzas,6943.59,,,2023-07-17,ashley32@hotmail.com
669d01ff-1634-425b-93f3-007383e96ef4,Stephanie Wilcox,IT,3743.31,,,2020-10-24,thomasboyle@green.info
42f525b9-02ed-43ce-92a8-1713b90ed44b,Tiffany Turner,Contabilidad,7875.04,59,,2021-12-08,contrerassteven@sullivan.com
3818cfd3-3889-436a-9d58-17e85e175b66,Margaret Shepard,RRHH,3568.15,,,2022-06-10,madkins@perry-dunn.info
c1369c65-ae2a-4341-bf59-e4f2c3093b6e,Rebecca Petersen,Contabilidad,4719.64,56,F,2024-02-14,xrice@stark.com
53ff8461-2a1f-4b61-a65c-b9d989628f6e,Stephanie Harris,RRHH,7182.24,,M,2022-04-15,jenniferburns@griffin.biz
0592bfa5-b928-423f-8ee4-334ece920136,Anthony Ford,Contabilidad,4164.86,,F,2021-06-28,bethwilliamsgraves-weaver.com
2e13418d-68ab-40ea-897e-c6d1081fc6dc,Andrea Peck,Finanzas,3700.65,,,2023-08-31,victoria67@yahoo.com
dc3bbdd8-a74e-42a9-a20b-9ea98a0f9508,,Marketing,3970.06,,,2020-11-29,urice@davenport.com
3f5cf2f3-3acb-43a3-92c7-bffb6118433b,Nathan Coleman,RRHH,3026.01,,Otro,2021-11-17,jacob10@barnes.com
b40a9181-ac09-4db7-9908-6e477249f62c,Austin Wheeler,IT,7859.2,,M,2021-06-13,igonzales@webster.com
93d563ae-51a3-4c26-937b-f79bbb44badc,Donna Cabrera,RRHH,1798.94,56,Otro,2023-09-11,kevinthomas@hotmail.com
e134edfc-9777-4f10-b2d2-393f8e85140d,Jennifer Hill,Contabilidad,4952.58,,F,2023-01-26,wwilliams@hotmail.com
4cc57e0d-2633-4018-a883-ac6e6a944054,Rachel Flores,IT,5528.12,42,,2021-03-10,melissaturner@hotmail.com
8eaa5841-6aa0-426d-b7c0-d5f769a53b4f,Joel Brown,IT,5646.38,,Otro,2020-12-23,jonathanrivera@gmail.com
0d31812e-30c3-4756-9453-f867b97e6224,Sarah Davis,IT,7357.86,,F,2022-01-04,lopezkathleenpowers.com
1e086f20-bdd1-41b0-b64a-b6ec30a5648e,Terry Lewis,Marketing,3444.5,,Otro,2024-04-18,randyallen@rowe-james.net
193e638d-774c-4afa-bf4d-908ce1fff6c0,Elizabeth Ward,IT,7046.68,48,F,2023-08-25,nathangutierrez@hotmail.com
9442b5e6-9583-4d58-af4c-51198da5d39b,Natalie Smith,Finanzas,7952.5,,M,2021-08-30,markjames@porter.com
75f8e3a8-7d97-4c0f-bd56-09c4a4461663,Roberto Levy,Finanzas,1552.64,,M,2023-07-11,donaldpayne@gmail.com
d6cd3155-08a8-4c7f-8621-38ad0f09105c,Kimberly May,Finanzas,6542.32,22,Otro,2023-11-20,gutierrezmegan@jones.com
9dd43675-ef14-4064-aab0-7015a3422e50,Jesus Brown,Finanzas,5905.47,,F,2023-03-19,smithandrea@gmail.com
d02b1243-8091-4ac1-8463-750e49646b96,Nathan Nichols,RRHH,3508.06,,M,2023-11-02,hullalice@lee.com
7580e050-67f1-498c-b594-8a545f804eeb,Debra Sanders,RRHH,7412.58,,,2021-06-10,gabriella10@sullivan.net
6f14b3f6-d867-488b-bff6-b824152aeaec,Mark Warner,Marketing,7196.99,,Otro,2023-09-29,jacobsonsamantha@gmail.com
ec95b3ac-0beb-4c34-8566-7c4879ba630a,Sean Clay,IT,7788.0,,Otro,2023-04-27,whitemelissa@gmail.com
edcabf94-65f6-4a53-9226-a8b3b674410d,Laurie Goodwin,RRHH,2414.92,22,,2021-09-05,ashleyatkinson@mosley.com
0dbf0caf-588a-4f87-b96d-40f8bed63da0,Melissa Miller,Finanzas,2086.97,,M,2022-04-07,petersonkayla@sanders.com
6e8d9644-601b-4bcb-b0ee-bcce8d93e14a,Joanne Perez,Finanzas,5873.38,,Otro,2023-04-19,bartonkenneth@gmail.com
277eb0aa-a247-441d-88ad-0899b630794d,Angela Moore,Finanzas,2204.25,42,,2021-10-02,davissherryyahoo.com
8e969227-72e7-4b51-ae54-ac6d2ff8e87e,Derrick Anderson,Marketing,3632.04,,F,2022-08-03,johnsonmichael@gmail.com
6346d4ef-69ef-44e3-8ab6-821c0328c136,,IT,7411.02,,,2023-06-29,ginajackson@turner-snyder.com
406f64d6-5c72-4ebd-93b1-1e59c85cd714,Donald Evans,RRHH,3478.37,,M,2023-06-22,stephentaylorgmail.com
70b27304-545c-488d-9cb9-075ecdd7f460,Evelyn Oliver,Contabilidad,4026.2,,,2022-03-28,malik37@thompson-sanders.com
536d47d7-3e0f-44ce-882f-78fd936cd31c,Michael Henry,IT,5756.99,,,2021-08-07,daniel93@hotmail.com
b5578b00-f166-4dcf-b62c-dfbcba2aa7ba,Catherine Saunders MD,Finanzas,2912.25,,F,2022-04-10,fuenteslaura@yahoo.com
b719bb68-2775-4e42-a89e-22f240afbf3f,Brenda Turner,Finanzas,5039.03,,Otro,2023-10-06,colecarlahotmail.com
09697101-8b2c-450a-ab15-c11bb113d50b,Jonathon Knapp,RRHH,7668.57,,M,2023-05-23,mackdiane@jackson-salazar.org
1b1f2eb1-6e32-45a8-8bd5-cc86f73936e9,Miss Jennifer Goodwin,Marketing,7812.11,18,Otro,2020-10-29,williamstone@hotmail.com
96add4df-adf7-4924-85b8-386b768b4f7e,Connie Brooks,Marketing,2833.84,,F,2021-01-18,webbkenneth@gmail.com
c8c5eb2a-7490-4deb-97d3-37d34fd80bbb,Todd Thomas,Contabilidad,3635.64,31,M,2022-08-16,thomas77@yahoo.com
a5e15b55-57d3-44dd-9963-dc7205c8234b,,Contabilidad,5011.4,24,M,2023-04-15,zacharyarnold@castro-mullen.com
0779250a-6544-4313-aea0-5d13a84554c3,Lori Lopez,RRHH,3828.57,57,Otro,2024-02-29,yvargasbush.com
89718eea-df3a-498a-8cac-2fb51a0c6c04,Rhonda Brown,Contabilidad,6321.17,,M,2021-12-18,stephenbaker@yahoo.com
1d3e503a-9645-40e4-a47d-c3929c7eb575,Margaret Harper,Finanzas,4836.05,40,,2021-11-26,lisamccarthy@yahoo.com
4e2d6255-3d13-4a3d-9e2c-2e7d502cf0ee,Leslie Powers,RRHH,6227.08,,Otro,2021-03-09,williambarnes@gmail.com
a52fc3ec-eb4e-4281-b184-d1fc8991b01a,Jenny Tucker,RRHH,7990.81,,,2022-10-08,lroberts@wilkinson-harvey.com
816462cb-8fc3-47d3-b6bd-80c7624a2a50,Kari Lee,IT,1977.69,59,Otro,2022-07-06,cperry@yahoo.com
465cc2cb-085e-4489-8ac6-678038749f3c,Keith Flynn,Finanzas,5558.06,,Otro,2022-09-11,kimberlycunningham@yahoo.com
fdab3441-d2c2-4960-8b09-01abc66dceb3,Ashley Wilson,Finanzas,4449.15,,,2022-09-18,bpaynefitzgerald.com
164484a0-d115-4fff-9cb9-1d5f593c572b,Zachary Cole,Marketing,6185.46,46,,2024-02-02,jasonrojas@bell.com
59cf0b0d-91f0-447d-8f32-1333ce315937,Rachel Li,Finanzas,6878.22,,,2021-08-08,tiffany44@adams.com
ddf6d4ac-46fe-4cd4-be13-93cd0f2d5c15,Paul Jenkins,Finanzas,5823.2,,F,2020-12-12,dustinmorris@juarez.biz
cb6ad0c7-a235-4dd4-9355-08d073b5bad5,Kenneth Adams MD,RRHH,6906.52,23,,2022-02-13,shawn75hotmail.com
a284e8fd-755c-4e2a-b8de-d777bb1e5ae8,Raymond Oconnor,Contabilidad,5116.41,,Otro,2023-05-17,flynnraymond@yahoo.com
93f37596-8c1c-4b05-9677-1f3648998e5f,Kathleen Morris,IT,7142.6,,M,2022-10-25,patricia00@gmail.com
